"","Polaridade","word","stem"
"6787",1,"pqp",NA
"6788",1,"sonhei","sonhar"
"6789",1,"michael",NA
"6790",1,"jackson",NA
"6791",1,"lula",NA
"6792",1,"eleito",NA
"6793",1,"mundo",NA
"6794",1,"ganhava","ganhar"
"6795",1,"carro",NA
"6796",1,"doida","doido"
"6797",1,"garota","garotar"
"6798",1,"garota","garoto"
"6799",1,"vip",NA
"6800",1,"show",NA
"6801",-1,"genteeee",NA
"6802",-1,"parem","parar"
"6803",-1,"parem","parir"
"6804",-1,"criar",NA
"6805",-1,"rivalidade",NA
"6806",-1,"inexistente",NA
"6807",-1,"luisasonza",NA
"6808",1,"achando","achar"
"6809",1,"citada","citado"
"6810",1,"citada","citar"
"6811",1,"musica","musicar"
"6812",1,"beyonce",NA
"6813",1,"brasil",NA
"6814",1,"musicas","musicar"
"6815",1,"amo","amar"
"6816",1,"fuego",NA
"6817",1,"perfume","perfumar"
"6818",1,"pepeka",NA
"6819",1,"story",NA
"6820",1,"insta","instar"
"6821",1,"veneno",NA
"6822",1,"musica","musicar"
"6823",1,"dupla","duplo"
"6824",1,"amigos","amigo"
"6825",1,"maluma",NA
"6826",1,"mtvhitsvemfinds",NA
"6827",1,"plailyst",NA
"6828",1,"esquisita","esquisito"
"6829",1,"tocando","tocar"
"6830",1,"filipe",NA
"6831",1,"ret",NA
"6832",1,"seguida","seguido"
"6833",1,"seguida","seguir"
"6834",1,"holy",NA
"6835",1,"justin",NA
"6836",1,"deitou","deitar"
"6837",1,"amassou","amassar"
"6838",1,"maluma",NA
"6839",1,"clipe",NA
"6840",1,"kkkkkkkkkkkkkkkkkkkkk",NA
"6841",1,"cabeca",NA
"6842",1,"ativou",NA
"6843",1,"arquetipo",NA
"6844",1,"cleopatra",NA
"6845",-1,"argentina","argentino"
"6846",-1,"amada","amado"
"6847",-1,"amada","amar"
"6848",-1,"preciso","precisar"
"6849",-1,"destruam","destruir"
"6850",-1,"agridam","agredir"
"6851",-1,"negocio","negociar"
"6852",-1,"mensagem",NA
"6853",-1,"secreta","secreto"
"6854",-1,"insta","instar"
"6855",-1,"dhabo",NA
"6856",1,"sorte","sortir"
"6857",1,"recebeu","receber"
"6858",1,"mega",NA
"6859",1,"beijo","beijar"
"6860",1,"maluma",NA
"6861",1,"normalmente",NA
"6862",1,"cabelo","cabelar"
"6863",1,"preto",NA
"6864",1,"bonito",NA
"6865",1,"platinado","platinar"
"6866",1,"absurdo",NA
"6867",1,"linda","lindar"
"6868",1,"linda","lindo"
"6869",1,"perfume","perfumar"
"6870",1,"aiai","aiar"
"6871",1,"consegue","conseguir"
"6872",1,"gravar",NA
"6873",1,"maluma",NA
"6874",1,"imagina","imaginar"
"6875",1,"tesao",NA
"6876",1,"gata","gatar"
"6877",1,"gata","gato"
"6878",1,"amo","amar"
"6879",1,"lavar",NA
"6880",1,"cabelo","cabelar"
"6881",1,"antigas","antigo"
"6882",-1,"gostado","gostar"
"6883",-1,"elqueespera",NA
"6884",-1,"clipe",NA
"6885",-1,"gata","gatar"
"6886",-1,"gata","gato"
"6887",-1,"jus",NA
"6888",-1,"musica","musicar"
"6889",-1,"tomara","tomar"
"6890",-1,"acerte","acertar"
"6891",-1,"elliot",NA
"6892",1,"musica","musicar"
"6893",1,"quimica",NA
"6894",1,"maluma",NA
"6895",1,"amo","amar"
"6896",1,"lanca",NA
"6897",1,"musica","musicar"
"6898",1,"espanhol",NA
"6899",1,"genteeeee",NA
"6900",1,"entregando","entregar"
"6901",1,"maluma",NA
"6902",1,"digo","dizer"
"6903",1,"entregando","entregar"
"6904",1,"fic",NA
"6905",1,"criaram","criar"
"6906",1,"maluma",NA
"6907",1,"maluma",NA
"6908",1,"acertaram","acertar"
"6909",1,"musica","musicar"
"6910",1,"gostosa","gostoso"
"6911",1,"maluma",NA
"6912",1,"musica","musicar"
"6913",1,"ruim",NA
"6914",1,"junto","juntar"
"6915",1,"escutando","escutar"
"6916",1,"maluma",NA
"6917",1,"voltando","voltar"
"6918",1,"conclusao",NA
"6919",1,"maiores","maior"
"6920",1,"artistas","artista"
"6921",1,"america",NA
"6922",1,"latina","latinar"
"6923",1,"latina","latino"
"6924",1,"discuti","discutir"
"6925",1,"clipe",NA
"6926",1,"amor",NA
"6927",1,"queria","querer"
"6928",1,"garota","garotar"
"6929",1,"garota","garoto"
"6930",1,"vip",NA
"6931",1,"causa","causar"
"6932",1,"fode","foder"
"6933",1,"clipe",NA
"6934",1,"amo","amar"
"6935",1,"escutar",NA
"6936",1,"rabao",NA
"6937",1,"mami",NA
"6938",1,"batida","bater"
"6939",1,"batida","batido"
"6940",1,"voz",NA
"6941",1,"catra",NA
"6942",1,"saudades","saudade"
"6943",1,"paizaooo",NA
"6944",1,"poddelas",NA
"6945",1,"dai","dar"
"6946",1,"internet",NA
"6947",1,"gongo",NA
"6948",1,"apaixonado","apaixonar"
"6949",1,"desgracada",NA
"6950",1,"ganhar",NA
"6951",-1,"superei","superar"
"6952",-1,"fato",NA
"6953",-1,"downtown",NA
"6954",-1,"veneno",NA
"6955",-1,"medicina","medicinar"
"6956",-1,"morreu","morrer"
"6957",1,"rende","rendar"
"6958",1,"rende","render"
"6959",1,"podcast",NA
"6960",1,"acaba","acabar"
"6961",1,"postar",NA
"6962",1,"stories",NA
"6963",1,"ouvindo","ouvir"
"6964",1,"musica","musicar"
"6965",1,"thiagopantalea",NA
"6966",1,"amor",NA
"6967",1,"amor",NA
"6968",1,"amor",NA
"6969",-1,"competir",NA
"6970",-1,"live",NA
"6971",-1,"bolsonaro",NA
"6972",-1,"perdeu","perder"
"6973",-1,"lavada","lavado"
"6974",-1,"lavada","lavar"
"6975",1,"queria","querer"
"6976",1,"agradecer",NA
"6977",1,"versoes",NA
"6978",1,"acessiveis",NA
"6979",1,"futuro","futurar"
"6980",1,"burguer",NA
"6981",1,"assisti","assistir"
"6982",1,"clipeanitta",NA
"6983",1,"gata","gatar"
"6984",1,"gata","gato"
"6985",1,"gata","gatar"
"6986",1,"gata","gato"
"6987",1,"adorei","adorar"
"6988",1,"patroa","patrão"
"6989",1,"online",NA
"6990",1,"mtvhitsret",NA
"6991",-1,"cagar",NA
"6992",-1,"entrei","entrar"
"6993",-1,"pod",NA
"6994",-1,"aguentei","aguentar"
"6995",-1,"ficar",NA
"6996",-1,"min",NA
"6997",-1,"sacanagem",NA
"6998",1,"faliiir",NA
"6999",1,"feliz",NA
"7000",1,"comprei","comprar"
"7001",1,"puzzybyanitta",NA
"7002",1,"ansiosa","ansioso"
"7003",1,"chegar",NA
"7004",1,"iggy",NA
"7005",1,"musica","musicar"
"7006",1,"vma",NA
"7007",1,"performando",NA
"7008",1,"envolver",NA
"7009",1,"nicki",NA
"7010",1,"performance",NA
"7011",1,"recebendo","receber"
"7012",1,"vanguard",NA
"7013",1,"feliz",NA
"7014",1,"poddelas",NA
"7015",1,"manooooo",NA
"7016",1,"podcast",NA
"7017",1,"maravilhoso",NA
"7018",1,"poddelaspodcast",NA
"7019",1,"lulaoficial",NA
"7020",1,"iconico",NA
"7021",1,"convidando","convidar"
"7022",1,"lula",NA
"7023",1,"poddelas",NA
"7024",1,"rolar",NA
"7025",1,"perco","perder"
"7026",1,"poddelaspodcast",NA
"7027",1,"colocando","colocar"
"7028",1,"audio",NA
"7029",1,"lula",NA
"7030",1,"adorando","adorar"
"7031",1,"entrevista","entrever"
"7032",1,"entrevista","entrevistar"
"7033",1,"entrevista","entrevisto"
"7034",1,"meninas","menino"
"7035",1,"poddelas",NA
"7036",1,"descontraida","descontraido"
"7037",1,"literalmente",NA
"7038",1,"bate","bater"
"7039",1,"papo","papar"
"7040",1,"natural",NA
"7041",-1,"mudar",NA
"7042",-1,"assunto",NA
"7043",1,"caralho",NA
"7044",1,"malunitta",NA
"7045",1,"poddelas",NA
"7046",1,"poliglota","poligloto"
"7047",1,"poddelas",NA
"7048",1,"poddelas",NA
"7049",1,"tudooooo",NA
"7050",1,"poddelas",NA
"7051",1,"perfeita","perfazer"
"7052",1,"perfeita","perfeito"
"7053",1,"marketeiraaa",NA
"7054",1,"podcast",NA
"7055",1,"largar",NA
"7056",1,"audio",NA
"7057",1,"lula",NA
"7058",1,"amooo",NA
"7059",1,"amo","amar"
"7060",1,"caralho",NA
"7061",1,"amo","amar"
"7062",1,"poddelas",NA
"7063",-1,"tvm",NA
"7064",-1,"hablar",NA
"7065",-1,"adm",NA
"7066",-1,"pior","mal"
"7067",-1,"tt","t"
"7068",-1,"insta","instar"
"7069",-1,"pqp",NA
"7070",-1,"perco","perder"
"7071",-1,"anitters",NA
"7072",-1,"proprios",NA
"7073",-1,"haters",NA
"7074",-1,"vsf",NA
"7075",-1,"vibe",NA
"7076",-1,"crente",NA
"7077",-1,"ani",NA
"7078",-1,"gospel",NA
"7079",-1,"insta","instar"
"7080",-1,"acontecendo","acontecer"
"7081",-1,"deus",NA
"7082",1,"torcendo","torcer"
"7083",1,"mangueira",NA
"7084",1,"trazer",NA
"7085",-1,"falou","falar"
"7086",-1,"ajudaria","ajudar"
"7087",-1,"lula",NA
"7088",-1,"pabllo",NA
"7089",-1,"vittar",NA
"7090",-1,"lancar",NA
"7091",-1,"album",NA
"7092",-1,"novembro",NA
"7093",-1,"lancar",NA
"7094",-1,"feats",NA
"7095",-1,"esperados","esperado"
"7096",-1,"esperados","esperar"
"7097",-1,"gloria","gloriar"
"7098",-1,"groove",NA
"7099",-1,"semanas","semana"
"7100",-1,"lanca",NA
"7101",-1,"pabllovittar",NA
"7102",1,"deus",NA
"7103",1,"pensando","pensar"
"7104",1,"desintoxicar",NA
"7105",1,"redes","redar"
"7106",1,"redes","rede"
"7107",1,"viver",NA
"7108",1,"vida","vidar"
"7109",1,"buda",NA
"7110",-1,"chocado","chocar"
"7111",-1,"sumico",NA
"7112",-1,"anitters",NA
"7113",-1,"descobrirem","descobrir"
"7114",-1,"murda",NA
"7115",-1,"vida","vidar"
"7116",1,"passar",NA
"7117",1,"mensagem",NA
"7118",1,"pais","pai"
"7119",1,"precisa","precisar"
"7120",1,"precisa","preciso"
"7121",1,"amor",NA
"7122",1,"evangelica",NA
"7123",1,"deus",NA
"7124",-1,"deem",NA
"7125",-1,"audiencia",NA
"7126",-1,"felipe",NA
"7127",-1,"neto",NA
"7128",-1,"ludmila",NA
"7129",-1,"barbara","barbar"
"7130",-1,"gancia",NA
"7131",-1,"marcia",NA
"7132",-1,"tiburi",NA
"7133",-1,"bruno","brunir"
"7134",-1,"gagliasso",NA
"7135",-1,"leandra",NA
"7136",-1,"leal",NA
"7137",-1,"trupe","trupar"
"7138",-1,"esquerdistas","esquerdista"
"7139",-1,"caviar",NA
"7140",-1,"confrontar",NA
"7141",-1,"picadeiro",NA
"7142",-1,"palhacos",NA
"7143",-1,"merece","merecer"
"7144",-1,"ouvido","ouvir"
"7145",-1,"bolsonaroreeleitoem",NA
"7146",1,"queria","querer"
"7147",1,"abelhinha","abelha"
"7148",1,"passar",NA
"7149",1,"rolando","rolar"
"7150",1,"vida","vidar"
"7151",-1,"reage","reagir"
"7152",-1,"amor",NA
"7153",-1,"patria",NA
"7154",-1,"gospel",NA
"7155",-1,"misericordia",NA
"7156",1,"detox",NA
"7157",1,"redes","redar"
"7158",1,"redes","rede"
"7159",1,"seguir",NA
"7160",1,"vida","vidar"
"7161",1,"buda",NA
"7162",1,"bjos",NA
"7163",1,"amados","amado"
"7164",1,"amados","amar"
"7165",-1,"lembrando","lembrar"
"7166",-1,"entrevistadora","entrevistador"
"7167",-1,"falar",NA
"7168",-1,"lancho","lanchar"
"7169",-1,"palavra",NA
"7170",-1,"cool",NA
"7171",-1,"brasil",NA
"7172",-1,"vire","vir"
"7173",-1,"vire","virar"
"7174",-1,"crente",NA
"7175",-1,"falando","falar"
"7176",-1,"pacto",NA
"7177",-1,"famosa","famoso"
"7178",-1,"crente",NA
"7179",-1,"entro","entrar"
"7180",-1,"depressao",NA
"7181",-1,"profunda","profundar"
"7182",-1,"profunda","profundo"
"7183",-1,"deus",NA
"7184",-1,"errado","errar"
"7185",-1,"dona","dom"
"7186",-1,"dona","dono"
"7187",1,"amo","amar"
"7188",1,"amarei","amar"
"7189",1,"amarei","amarar"
"7190",-1,"preocupada","preocupado"
"7191",-1,"preocupada","preocupar"
"7192",-1,"juro","jurar"
"7193",-1,"coracao",NA
"7194",-1,"apertadinho","apertado"
"7195",-1,"espero","esperar"
"7196",1,"cristao",NA
"7197",1,"religiao",NA
"7198",1,"veneno",NA
"7199",1,"impecavel",NA
"7200",1,"clipe",NA
"7201",1,"musica","musicar"
"7202",1,"erros","erro"
"7203",1,"elite",NA
"7204",1,"perfeicao",NA
"7205",1,"mijo","mijar"
"7206",1,"tiazona",NA
"7207",1,"ig",NA
"7208",-1,"rolou","rolar"
"7209",1,"internacional",NA
"7210",-1,"sinais","sinal"
"7211",-1,"porra",NA
"7212",-1,"crente",NA
"7213",-1,"cachaca",NA
"7214",1,"assistindo","assistir"
"7215",1,"turne",NA
"7216",1,"show",NA
"7217",1,"poderosas","poderoso"
"7218",1,"decepcionou","decepcionar"
"7219",1,"shows","show"
"7220",1,"precisam","precisar"
"7221",1,"entender",NA
"7222",1,"amadureceu","amadurecer"
"7223",1,"disposta","dispor"
"7224",1,"disposta","disposto"
"7225",1,"fama",NA
"7226",1,"entendeu","entender"
"7227",1,"tamanho",NA
"7228",1,"importancia",NA
"7229",1,"reconstrucao",NA
"7230",1,"pais","pai"
"7231",1,"futuro","futurar"
"7232",1,"proximo",NA
"7233",1,"chances","chance"
"7234",1,"seguir",NA
"7235",1,"passos","passo"
"7236",1,"mylla",NA
"7237",1,"karvalho",NA
"7238",1,"vius",NA
"7239",-1,"disseminando","disseminar"
"7240",-1,"palavra",NA
"7241",-1,"milao",NA
"7242",-1,"contratada","contratado"
"7243",-1,"contratada","contratar"
"7244",-1,"sofro","sofrer"
"7245",-1,"pega","pegar"
"7246",-1,"pega","pego"
"7247",-1,"google",NA
"7248",1,"gospel",NA
"7249",1,"chegando","chegar"
"7250",-1,"historia","historiar"
"7251",-1,"crente",NA
"7252",-1,"gospel",NA
"7253",-1,"ig",NA
"7254",-1,"aconteceu","acontecer"
"7255",-1,"gospel",NA
"7256",-1,"acontecendo","acontecer"
"7257",1,"ansiedade",NA
"7258",1,"duda",NA
"7259",1,"show",NA
"7260",1,"harry",NA
"7261",1,"show",NA
"7262",-1,"rolando","rolar"
"7263",-1,"instagram",NA
"7264",-1,"familia",NA
"7265",-1,"pensava","pensar"
"7266",-1,"visto","ver"
"7267",-1,"visto","vestir"
"7268",-1,"instagram",NA
"7269",-1,"postando","postar"
"7270",-1,"louc",NA
"7271",-1,"estranha","estranhar"
"7272",-1,"estranha","estranho"
"7273",-1,"ultimo","ultimar"
"7274",-1,"insta","instar"
"7275",-1,"gata","gatar"
"7276",-1,"gata","gato"
"7277",-1,"famosa","famoso"
"7278",-1,"artista",NA
"7279",-1,"pais","pai"
"7280",1,"gospel",NA
"7281",1,"familia",NA
"7282",1,"tristeeeeee",NA
"7283",-1,"avisem","avisar"
"7284",-1,"equipe","equipar"
"7285",-1,"tia","tio"
"7286",-1,"crente",NA
"7287",-1,"hackeou",NA
"7288",-1,"insta","instar"
"7289",-1,"linkedin",NA
"7290",1,"gospel",NA
"7291",1,"mamae",NA
"7292",1,"queremos","querer"
"7293",1,"farofa",NA
"7294",1,"gkay",NA
"7295",1,"ilhados","ilhar"
"7296",1,"beats",NA
"7297",-1,"bixa",NA
"7298",-1,"voltar",NA
"7299",1,"salvem","salvar"
"7300",1,"virando","virar"
"7301",1,"crente",NA
"7302",-1,"amor",NA
"7303",-1,"cabeca",NA
"7304",-1,"rola","rolar"
"7305",-1,"rola","rolo"
"7306",-1,"achando","achar"
"7307",-1,"omissa","omisso"
"7308",-1,"turno",NA
"7309",1,"vazou","vazar"
"7310",1,"ultimo","ultimar"
"7311",1,"ep",NA
"7312",1,"houseofthedragon",NA
"7313",1,"amor",NA
"7314",1,"deus",NA
"7315",1,"saudades","saudade"
"7316",1,"pai",NA
"7317",1,"crista",NA
"7318",-1,"comecou",NA
"7319",-1,"postagens",NA
"7320",-1,"doidas","doido"
"7321",-1,"tiazinha",NA
"7322",-1,"pai",NA
"7323",-1,"live",NA
"7324",-1,"lula",NA
"7325",-1,"junto","juntar"
"7326",-1,"janones",NA
"7327",-1,"sergio",NA
"7328",-1,"pina","pinar"
"7329",-1,"pessoa",NA
"7330",-1,"energia",NA
"7331",-1,"estranha","estranhar"
"7332",-1,"estranha","estranho"
"7333",-1,"desconfiada","desconfiado"
"7334",-1,"desconfiada","desconfiar"
"7335",-1,"pai",NA
"7336",-1,"santo",NA
"7337",-1,"mts",NA
"7338",-1,"filhos","filho"
"7339",-1,"ar",NA
"7340",-1,"soberbo",NA
"7341",-1,"nariz",NA
"7342",-1,"cimae",NA
"7343",-1,"bolo","bolar"
"7344",-1,"fascista",NA
"7345",-1,"mudar",NA
"7346",-1,"terreiro",NA
"7347",-1,"anitters",NA
"7348",-1,"criticando","criticar"
"7349",-1,"postando","postar"
"7350",-1,"fe",NA
"7351",-1,"deus",NA
"7352",-1,"mico",NA
"7353",1,"moco",NA
"7354",1,"falou","falar"
"7355",1,"pareco",NA
"7356",1,"pessoa",NA
"7357",1,"matematica",NA
"7358",1,"antigas","antigo"
"7359",1,"fone",NA
"7360",-1,"rackeada",NA
"7361",-1,"simplesmente",NA
"7362",-1,"amo","amar"
"7363",-1,"entrar",NA
"7364",-1,"facebook",NA
"7365",-1,"discutir",NA
"7366",-1,"crente",NA
"7367",-1,"bolsonarista",NA
"7368",-1,"haters",NA
"7369",-1,"real",NA
"7370",-1,"tiazona",NA
"7371",-1,"instagram",NA
"7372",1,"reparei","reparar"
"7373",1,"blusa",NA
"7374",1,"poesia",NA
"7375",1,"mane","manar"
"7376",1,"mane","manir"
"7377",1,"tia","tio"
"7378",1,"hackeou",NA
"7379",1,"instagram",NA
"7380",1,"postando","postar"
"7381",1,"frases","frase"
"7382",1,"motivacionais",NA
"7383",-1,"parecendo","parecer"
"7384",-1,"velha","velho"
"7385",-1,"medo",NA
"7386",-1,"perder",NA
"7387",-1,"juro","jurar"
"7388",-1,"estranha","estranhar"
"7389",-1,"estranha","estranho"
"7390",-1,"bichinha","bicha"
"7391",-1,"bichinha","bicho"
"7392",-1,"borocoxo",NA
"7393",1,"crente",NA
"7394",-1,"gnt",NA
"7395",-1,"crente",NA
"7396",-1,"mandada","mandado"
"7397",-1,"mandada","mandar"
"7398",-1,"estranha","estranhar"
"7399",-1,"estranha","estranho"
"7400",-1,"rolando","rolar"
"7401",-1,"abriu","abrir"
"7402",-1,"bico","bicar"
"7403",-1,"fi","fazer"
"7404",-1,"caaaaara",NA
"7405",1,"deixando","deixar"
"7406",1,"preocupado","preocupar"
"7407",1,"ando","andar"
"7408",1,"preocupado","preocupar"
"7409",1,"sumida","sumido"
"7410",1,"sumida","sumir"
"7411",1,"ultimo","ultimar"
"7412",1,"video",NA
"7413",1,"abatida","abater"
"7414",1,"abatida","abatido"
"7415",1,"deus",NA
"7416",1,"delaaa",NA
"7417",-1,"insta","instar"
"7418",1,"voltou","voltar"
"7419",1,"facebook",NA
"7420",1,"entrar",NA
"7421",1,"golpel",NA
"7422",1,"oh",NA
"7423",1,"gloria","gloriar"
"7424",-1,"imploro","implorar"
"7425",-1,"postar",NA
"7426",-1,"cafonice",NA
"7427",1,"perfil",NA
"7428",1,"perfil",NA
"7429",1,"frases","frase"
"7430",1,"maiorrr",NA
"7431",-1,"faca",NA
"7432",-1,"favores","favor"
"7433",-1,"tia","tio"
"7434",-1,"instagram",NA
"7435",-1,"ig",NA
"7436",1,"rochelle",NA
"7437",1,"bunda",NA
"7438",1,"scheila",NA
"7439",1,"gabriela",NA
"7440",1,"jorge",NA
"7441",1,"amado","amar"
"7442",1,"presenca",NA
"7443",1,"parecendo","parecer"
"7444",1,"tiazonas",NA
"7445",1,"rede","redar"
"7446",1,"social",NA
"7447",1,"entra","entrar"
"7448",1,"postar",NA
"7449",1,"versiculos",NA
"7450",1,"frases","frase"
"7451",-1,"prefere","preferir"
"7452",-1,"pao",NA
"7453",-1,"alho",NA
"7454",1,"converteu","converter"
"7455",-1,"deus",NA
"7456",-1,"acontecendo","acontecer"
"7457",1,"terca",NA
"7458",1,"aniversario","aniversariar"
"7459",1,"sobrinha","sobrinho"
"7460",1,"pediu","pedir"
"7461",1,"ingressos","ingresso"
"7462",1,"show",NA
"7463",1,"influenciando","influenciar"
"7464",1,"bixinha",NA
"7465",-1,"tras",NA
"7466",-1,"limite","limitar"
"7467",1,"proxima",NA
"7468",1,"semana",NA
"7469",1,"poderiamos",NA
"7470",1,"mega",NA
"7471",1,"live",NA
"7472",1,"lulaoficial",NA
"7473",1,"convidados","convidado"
"7474",1,"convidados","convidar"
"7475",1,"felipeneto",NA
"7476",1,"juliette",NA
"7477",1,"ivetesangalo",NA
"7478",1,"live",NA
"7479",1,"milhoes",NA
"7480",1,"brasil",NA
"7481",1,"democracia",NA
"7482",1,"lula",NA
"7483",1,"presidente",NA
"7484",-1,"postagens",NA
"7485",-1,"pros",NA
"7486",-1,"bolsonaristas",NA
"7487",-1,"hahahaha",NA
"7488",-1,"deus",NA
"7489",-1,"forabolsonaro",NA
"7490",-1,"lulapresidente⃣⃣",NA
"7491",-1,"crente",NA
"7492",-1,"largo","largar"
"7493",1,"amo","amar"
"7494",1,"fato",NA
"7495",1,"musicas","musicar"
"7496",1,"animadas","animado"
"7497",1,"animadas","animar"
"7498",1,"quentes","quentar"
"7499",1,"quentes","quente"
"7500",1,"ficarem","ficar"
"7501",1,"musicas","musicar"
"7502",1,"calmas","calma"
"7503",1,"calmas","calmar"
"7504",1,"calmas","calmo"
"7505",1,"tranquilas","tranquilo"
"7506",1,"ficarem","ficar"
"7507",1,"otimas",NA
"7508",1,"olhei","olhar"
"7509",1,"gritei","gritar"
"7510",1,"artista",NA
"7511",1,"versatil",NA
"7512",1,"america",NA
"7513",1,"latina","latinar"
"7514",1,"latina","latino"
"7515",1,"amor",NA
"7516",1,"stories",NA
"7517",1,"culto",NA
"7518",1,"storys",NA
"7519",1,"vibe",NA
"7520",1,"mae",NA
"7521",1,"religiosa","religioso"
"7522",-1,"arrumando","arrumar"
"7523",-1,"campanha",NA
"7524",-1,"politica","politicar"
"7525",-1,"bolsobosta",NA
"7526",-1,"aparecendo","aparecer"
"7527",-1,"youtube",NA
"7528",1,"sumico",NA
"7529",1,"santo",NA
"7530",-1,"esquisita","esquisito"
"7531",-1,"odio",NA
"7532",-1,"acontecendo","acontecer"
"7533",1,"crente",NA
"7534",1,"murda",NA
"7535",1,"crente",NA
"7536",-1,"quietinha","quieto"
"7537",-1,"bo",NA
"7538",1,"cantora","cantor"
"7539",1,"gospel",NA
"7540",1,"saudades","saudade"
"7541",1,"preocupacao",NA
"7542",1,"cantar",NA
"7543",1,"miley",NA
"7544",1,"lolla",NA
"7545",1,"stores",NA
"7546",1,"pregando","pregar"
"7547",1,"evangelho",NA
"7548",1,"andre",NA
"7549",1,"valadao",NA
"7550",1,"bonde","bondar"
"7551",1,"show",NA
"7552",1,"jose",NA
"7553",1,"rio","rir"
"7554",1,"pardo",NA
"7555",-1,"juro","jurar"
"7556",-1,"midnights",NA
"7557",-1,"sla",NA
"7558",-1,"milhoes",NA
"7559",-1,"passar",NA
"7560",-1,"milhoes",NA
"7561",-1,"literalmente",NA
"7562",-1,"streams",NA
"7563",-1,"carreira",NA
"7564",-1,"sentindo","sentir"
"7565",-1,"energia",NA
"7566",-1,"pocas",NA
"7567",-1,"ideia","idear"
"7568",-1,"depressiva","depressivo"
"7569",1,"ansioso",NA
"7570",1,"ensaios","ensaio"
"7571",-1,"comparando","comparar"
"7572",-1,"vida","vidar"
"7573",-1,"dinheiro",NA
"7574",-1,"caralho",NA
"7575",-1,"triste",NA
"7576",-1,"aconteceu","acontecer"
"7577",-1,"sonho","sonhar"
"7578",-1,"construir",NA
"7579",-1,"familia",NA
"7580",-1,"sonho","sonhar"
"7581",-1,"grana","granar"
"7582",-1,"grana","granir"
"7583",1,"funk",NA
"7584",1,"versos","verso"
"7585",1,"slipmami",NA
"7586",1,"perfeito","perfazer"
"7587",1,"gosto","gostar"
"7588",1,"spoiler",NA
"7589",1,"queria","querer"
"7590",1,"serie","seriar"
"7591",-1,"postando","postar"
"7592",-1,"stories",NA
"7593",-1,"passando","passar"
"7594",-1,"religiao",NA
"7595",-1,"trocou","trocar"
"7596",-1,"religiao",NA
"7597",-1,"doente",NA
"7598",-1,"doida","doido"
"7599",1,"acontecendo","acontecer"
"7600",1,"mundo",NA
"7601",1,"direito",NA
"7602",1,"querer",NA
"7603",1,"mudar",NA
"7604",1,"preocupado","preocupar"
"7605",1,"acontecendo","acontecer"
"7606",1,"falando","falar"
"7607",1,"besteira",NA
"7608",1,"desculpem","desculpar"
"7609",1,"amo","amar"
"7610",1,"mulher",NA
"7611",1,"programacao",NA
"7612",1,"aniversario","aniversariar"
"7613",1,"show",NA
"7614",1,"alok",NA
"7615",1,"luisa",NA
"7616",1,"sonza",NA
"7617",1,"silva","silvar"
"7618",1,"jao",NA
"7619",1,"perfeito","perfazer"
"7620",1,"ansioserrrrrr",NA
"7621",1,"shows","show"
"7622",1,"especial",NA
"7623",1,"empolgado","empolgar"
"7624",1,"surtar",NA
"7625",1,"peguei","pegar"
"7626",1,"moto",NA
"7627",1,"perfeito","perfazer"
"7628",1,"moto",NA
"7629",1,"menino",NA
"7630",1,"senti","sentir"
"7631",1,"clip",NA
"7632",1,"malandra","malandrar"
"7633",1,"malandra","malandro"
"7634",-1,"parecem","parecer"
"7635",-1,"impossiveis",NA
"7636",-1,"conseguidas","conseguido"
"7637",-1,"conseguidas","conseguir"
"7638",-1,"teimosia",NA
"7639",-1,"pacifica","pacificar"
"7640",-1,"ameacasse",NA
"7641",-1,"invadir",NA
"7642",-1,"rodamoinho",NA
"7643",-1,"matar",NA
"7644",-1,"jamais",NA
"7645",-1,"iria","ir"
"7646",-1,"iria","iriar"
"7647",-1,"projetos",NA
"7648",-1,"criei","criar"
"7649",-1,"suicidar",NA
"7650",-1,"abril",NA
"7651",-1,"qgdaanitta",NA
"7652",-1,"neymar",NA
"7653",-1,"opiniao",NA
"7654",-1,"chapou","chapar"
"7655",-1,"jogou","jogar"
"7656",-1,"filha","filhar"
"7657",-1,"filha","filho"
"7658",1,"ninguem",NA
"7659",1,"entendeu","entender"
"7660",1,"stories",NA
"7661",-1,"menina","menino"
"7662",-1,"ma",NA
"7663",-1,"negocio","negociar"
"7664",-1,"musica","musicar"
"7665",-1,"instaaa",NA
"7666",-1,"faca",NA
"7667",1,"arrumando","arrumar"
"7668",-1,"filipe",NA
"7669",-1,"ruim",NA
"7670",-1,"ouco",NA
"7671",-1,"escondido","esconder"
"7672",-1,"gildovigor",NA
"7673",-1,"juliette",NA
"7674",-1,"ajudar",NA
"7675",-1,"defender",NA
"7676",-1,"brasil",NA
"7677",-1,"desgraca",NA
"7678",-1,"prestes","prestar"
"7679",-1,"piorar",NA
"7680",-1,"vibe",NA
"7681",-1,"agradecer",NA
"7682",-1,"incrivel",NA
"7683",-1,"arte",NA
"7684",-1,"fingir",NA
"7685",-1,"otimas",NA
"7686",-1,"chorar",NA
"7687",-1,"dormir",NA
"7688",1,"cmc",NA
"7689",1,"tocar",NA
"7690",1,"kakakakakakakakakakakakakakakakakakakakakak",NA
"7691",1,"assistindo","assistir"
"7692",1,"garota","garotar"
"7693",1,"garota","garoto"
"7694",1,"vip",NA
"7695",1,"musicas","musicar"
"7696",1,"lancar",NA
"7697",1,"musica","musicar"
"7698",1,"cantando","cantar"
"7699",1,"simlish",NA
"7700",1,"chocada","chocado"
